"Uuid","Name","Concept Drug","Concept Dosage Form","Strength"
"beebc7bf-e2a7-4f92-977e-42fce69e2432","FLUMAZENIL, 0.1mg/ml, 10ml, amp.","eb26e57d-49cb-41c0-8f7d-df85c669e52c","6f030e4e-5560-4483-a539-871dda13d9d9","0.1mg/ml, 10ml"
"5ef74ce2-00f5-4edb-852a-5e052589a84a","FLUMAZENIL, 0.1mg/ml, 5ml, amp.","eb26e57d-49cb-41c0-8f7d-df85c669e52c","6f030e4e-5560-4483-a539-871dda13d9d9","0.1mg/ml, 5ml"
"582eed6f-0bfe-456d-bba5-933463381c82","FLUPHENAZINE decanoate, 25mg/ml, 1ml, amp.","098f16d1-43de-42ac-af1a-3202a7ceb888","6f030e4e-5560-4483-a539-871dda13d9d9","25mg/ml, 1ml"
"903c1693-3920-4879-ab9b-91845772440e","FOMEPIZOLE sulfate, 5mg/ml, 20ml, amp","b5fd29aa-c3ad-4423-a1bc-dc950a3cd53d","6f030e4e-5560-4483-a539-871dda13d9d9","5mg/ml, 20ml"
"bda16df6-673b-4e8d-8c46-5e707ec1b182","FUROSEMIDE, 10mg/ml, 2ml, amp.","25e453b3-ca9f-43ba-b341-4137f4e09bd4","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 2ml"
"f2ffa771-b2ed-4740-9e4f-81be467b2318","GANCICLOVIR sodium, eq. 500mg base, Vial, powder","7d678183-e149-4090-9ac6-562495e9e7b0","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 500mg base"
"ea4380fb-caf2-40ae-8a82-092ff6fe17f9","GENTAMICIN sulfate, eq. 10mg/ml base, 1ml, amp.","3b8602e4-c54b-476d-aa4f-57c1767794f4","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 10mg/ml base, 1ml"
"24c94b4d-54c9-4c87-ba18-68f96371d68b","GENTAMICIN sulfate, eq. 10mg/ml base, 2ml, amp.","3b8602e4-c54b-476d-aa4f-57c1767794f4","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 10mg/ml base, 2ml"
"e974efa1-bcab-47fc-9298-b9a5770a861f","GENTAMICIN sulfate, eq. 10mg/ml base, 2ml, vial","3b8602e4-c54b-476d-aa4f-57c1767794f4","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 10mg/ml base, 2ml"
"7787f8b2-f5f5-4ec6-9bc1-c9a03f77e4fb","GENTAMICIN sulfate, eq. 40mg/ml base, 2ml, amp.","3b8602e4-c54b-476d-aa4f-57c1767794f4","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 40mg/ml base, 2ml"
"1a06d125-9cef-4c28-98b8-16a19fbcc77b","GLUCOSE hypertonic, 10%, 10ml, amp","54fae7e1-83a0-42ee-a72b-c62b4791be7e","6f030e4e-5560-4483-a539-871dda13d9d9","10%, 10ml"
"7ad35eba-3887-4696-819c-ff567f58353e","GLUCOSE hypertonic, 50%, 50ml, vial","54fae7e1-83a0-42ee-a72b-c62b4791be7e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","50%, 50ml"
"ec50978d-ea8d-4915-91fe-02d5fd823f5b","GLYCOPYRRONIUM bromide, 0.2mg/ml, 1ml, amp.","7e846a76-6fc1-4dce-a2c0-03f72eefa821","6f030e4e-5560-4483-a539-871dda13d9d9","0.2mg/ml, 1ml"
"8c0f05c1-8ef2-45fa-b825-aeb950f73dc1","HALOPERIDOL, 5mg/ml, 1ml, amp.","dae4fd0e-f589-41db-acb6-514350f0ecda","6f030e4e-5560-4483-a539-871dda13d9d9","5mg/ml, 1ml"
"a21cc965-3605-46dc-a11d-9aa843f5c1b5","HALOPERIDOL decanoate, 50mg/ml, 1ml, amp.","dae4fd0e-f589-41db-acb6-514350f0ecda","6f030e4e-5560-4483-a539-871dda13d9d9","50mg/ml, 1ml"
"d6cf5f71-3aa7-4b8f-92ee-b08cbb1ca5f9","HEPARIN sodium, 5 000 IU/ml, 5ml, amp.","3eb11e0f-0149-4826-8e9d-64599fba7db8","6f030e4e-5560-4483-a539-871dda13d9d9","5 000 IU/ml., 5ml"
"85bf16e0-3a7a-4486-995b-a558aea57bc8","HYDRALAZINE hydrochloride, 20mg, powder, amp.","14a7f553-5501-4ebc-ab7d-4dfb5b83e07e","6f030e4e-5560-4483-a539-871dda13d9d9","20mg"
"64a58104-f707-4c67-8ad9-dfa60fd957d6","HYDROCORTISONE sodium succinate, eq.100mg base, Vial, powder","4e010f4d-1812-4e84-bc06-e5a6fe5038c5","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq.100mg base"
"3b98800a-d6ba-43ae-887b-a044c144628d","HYDROCORTISONE sod succ, eq.100mg base, powder,vial +solvent","4e010f4d-1812-4e84-bc06-e5a6fe5038c5","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq.100mg base"
"feeacd7f-35de-4a9d-9a4a-ebcbda5e1b45","HYOSCINE BUTYLBROMIDE (scopolamine butylbrom) 20mg/1ml, amp.","d3068a3a-676a-403b-be2b-ea57dd09f64c","6f030e4e-5560-4483-a539-871dda13d9d9","H20mg/1ml"
"a3adea99-c133-47fe-b115-ba3a78036485","IMIPENEM 500mg/ CILASTATIN sodium 500mg, Vial, powder","c54550bd-a4f9-43a7-a096-e8f43f1bcd1e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","500mg / 500mg"
"0992047b-e62c-4c01-ae1e-d0d86f396923","INSULIN GLARGINE, LONG, 100 IU/ml, 3ml, pref. pen S","e469325d-8170-40ab-983b-91c77893ff44","b03493eb-b70b-46bf-9a33-882600ae4b37","100 IU/ml, 3ml"
"134ae656-cb5c-4464-aaa0-aa5e1fe714bf","INSULIN ASPART, ULTRARAPID 100 UI/ml, 3ml, pref. pen N","0606f4e8-86e1-4f5f-b232-0733b058a534","b03493eb-b70b-46bf-9a33-882600ae4b37","100 UI/ml, 3ml"
"9dcfde90-84af-4f7e-8cf8-016dc78ffa1d","INSULIN HUMAN, BIPHASIC 30-70 IU/ml, 10ml, vial N","91d4e185-f320-4daf-ad62-564455802bc5","5ebc716e-e571-43aa-8f9b-f63a80f92cba","30-70 IU/ml, 10ml"
"c53f2762-2078-4f6a-89be-49d08ca6071f","INSULIN HUMAN, ISOPHANE (NPH) 100 UI/ml, 10ml, vial N","986457a9-6fd5-4fb1-b1db-baddda35ebff","5ebc716e-e571-43aa-8f9b-f63a80f92cba","100 UI/ml, 10ml"
"f18c4642-1b51-4469-a2c1-34bd8553172f","INSULIN HUMAN, RAPID 100 IU/ml, 10ml, vial N","dd66298b-0543-4607-82b1-3f84f3d6544c","5ebc716e-e571-43aa-8f9b-f63a80f92cba","100 IU/ml, 10ml"
"705bbb1f-1ad4-4987-9ca7-66455d4b8227","ISOSORBIDE DINITRATE, 1mg/ml, 10ml, amp.","5563a5ca-9ece-4a2b-9196-cb5548476b66","6f030e4e-5560-4483-a539-871dda13d9d9","1mg/ml, 10ml"
"18929cd8-b5d6-46a3-8291-728633576467","KETAMINE hydrochloride, eq. 50mg/ml base, 5ml, amp.","16963ed5-5a1c-4fe4-9e20-b4c2e5fa2212","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 50mg/ml base, 5ml"
"41d94317-b7e1-4acf-933c-0f035807bea5","KETOROLAC trometamol, 30mg/ml, 1ml, amp.","4354d7fd-a161-4bc1-9a3a-608f5f22f79f","6f030e4e-5560-4483-a539-871dda13d9d9","30mg/ml, 1ml"
"da91778d-5fa4-4481-b343-8cb50b8adca0","LABETALOL hydrochloride, 5mg/ml, 20ml amp.","9959c3ce-049e-451b-acc6-77bf14d6b66c","6f030e4e-5560-4483-a539-871dda13d9d9","5mg/ml, 20ml"
"ec124190-6ef0-4689-880f-06e6c10557be","LEVOBUPIVACAINE hydrochloride eq. 5mg/ml base, 10ml, amp","a57c5de8-073a-4951-86e8-fc177a820d97","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 5mg/ml base, 10ml"
"04915042-cafb-4c05-8add-3c0cd7a6ed6f","LEVOFLOXACIN, 5mg/ml, 100ml, bot.","76825fa7-def6-4bc2-a135-d15232736de5","3c8edfcb-33b1-4b46-a7c7-cff7ecb5c675","5mg/ml, 100ml"
"ee4e1149-568a-4f9e-acb6-e54864253130","LEVETIRACETAM, 100mg/ml, 5ml, vial","9cf59aea-b3cd-4ec7-b3f3-e63223e93b9b","5ebc716e-e571-43aa-8f9b-f63a80f92cba","100mg/ml, 5ml"
"27d42f1c-11d4-4a53-840e-ddbd5e5dda3e","LEVONORGESTREL implant 2 x 75mg + trocar","d8f93b1d-c7b3-4151-a61d-9bf63a3652a1","9f837d1c-c40c-4443-8508-2fc28d2c22b5","2 x 75mg"
"2b6a2e69-0914-455c-960b-a9f0de4a261b","LIDOCAINE 2%/ EPINEPHRINE 1/80 000, 1.8-2.2ml, cart.","ea03e0d1-5dd5-441c-bec0-1f7e65198196","6eb8e5fc-77f8-494e-a1cf-0e7b45683d70","2% / 1/80 000, 1.8-2.2ml"
"3fc67015-779a-41a1-acee-811c13a4b471","LIDOCAINE hydrochloride, 1%, preservative-free, 10ml, amp","d59c3963-aff4-46fe-95eb-a8f52037b6b5","6f030e4e-5560-4483-a539-871dda13d9d9","1%, 10ml"
"1eabe7f7-1a79-4b2a-acd7-8d204f67360e","LIDOCAINE hydrochloride, 1%, preservative-free,5ml,plast.amp","d59c3963-aff4-46fe-95eb-a8f52037b6b5","6f030e4e-5560-4483-a539-871dda13d9d9","1%, 5ml"
"4203b851-0b1f-439e-b1e4-8f7064983005","LIDOCAINE hydrochloride, 1%, preservative-free, 20ml, vial","d59c3963-aff4-46fe-95eb-a8f52037b6b5","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1%, 20ml"
"0b2aeec9-33c4-41ef-97bf-7f6e8ce94a60","LIDOCAINE hydrochloride, 2%, preservative-free, 20ml, vial","d59c3963-aff4-46fe-95eb-a8f52037b6b5","5ebc716e-e571-43aa-8f9b-f63a80f92cba","2%, 20ml"
"c8d58872-7157-4d9f-a4cc-1ac726cfdf28","LINEZOLID, 2mg/ml, 300ml, flex. bag/bottle, PVC free","79422ff3-2096-4873-9cb8-435be0c6916c","38f50066-e0ad-4f07-b443-1157da35c136","2mg/ml"
"a90ebdee-9626-4729-8f2e-c6e230a3dd54","LIPID emulsion, 20%, 500ml, flex. bag/bottle, PVC free","09ab0718-9b21-4b9a-ac4a-cc33856e849f","38f50066-e0ad-4f07-b443-1157da35c136","0.2"
"7847bb05-5276-4a7e-baa2-7c25e3718094","MAGNESIUM sulfate, 0.5g/ml, 10ml, amp.","339c851a-7455-44d8-baa3-8768d0eb03d8","6f030e4e-5560-4483-a539-871dda13d9d9","0.5g/ml, 10ml"
"3267b552-9369-429e-a59b-f2a0cc1ecf8a","MEDROXYPROGESTERONE acetate, 150mg, 1ml, vial","c88d3441-86e0-4e72-b749-5f4471a75b92","5ebc716e-e571-43aa-8f9b-f63a80f92cba","150mg, 1ml"
"c0beaa29-ba73-4f0e-b770-d5d882c59510","MEDROXYPROGESTERONE acetate, 104mg/0.65ml, pref Uniject syr.","c88d3441-86e0-4e72-b749-5f4471a75b92","6353ff60-1277-4e80-9f20-919e0dbfbe7e","104mg/0.65ml"
"36edd8aa-f481-4890-8b48-c0a3ff50315d","MEGLUMINE ANTIMONIATE, pentaval. antimony 81 mg/ml, 5ml, amp","856043cc-d06d-4598-9cb9-df7050e73879","6f030e4e-5560-4483-a539-871dda13d9d9","81mg/ml, 5ml"
"8c288c1f-0fbb-421d-b3b0-08d60365d5b8","MELARSOPROL, 36mg/ml, 5ml, amp.","832bff4a-74d1-4b77-8503-dc742ee11de9","6f030e4e-5560-4483-a539-871dda13d9d9","36mg/ml, 5ml"
"5fee24c4-520d-4230-83a4-c51808e3b3fd","METHYLERGOMETRINE maleate, 0.2mg/ml, 1ml, amp.","6222e956-ac40-4eb0-9ead-cef0a13ec788","6f030e4e-5560-4483-a539-871dda13d9d9","0.2mg/ml, 1ml"
"c23eced8-cf31-49e7-a3aa-d80b47fdf7b2","MEROPENEM, 1g, Vial, powder","fc10757c-ae41-4498-8d42-8f9c35dd0326","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1g"
"23777e03-e9d3-4b0a-ba2b-02af08f047c1","MEROPENEM, 500mg, Vial, powder","fc10757c-ae41-4498-8d42-8f9c35dd0326","5ebc716e-e571-43aa-8f9b-f63a80f92cba","500mg"
"de262f0b-7c06-4768-aa00-655105fc6cf3","METRONIDAZOLE, 5mg/ml, 100ml, bag/bottle PVC free","e3cc971d-9032-4f51-bbb3-d37500e67add","38f50066-e0ad-4f07-b443-1157da35c136","5mg/ml"
"bff94591-06ef-401e-9bdd-5ab1d7954b9e","METOCLOPRAMIDE hydrochloride, 5mg/ml, 2ml, amp.","e24fd71c-0445-45cf-a2d5-2d0d204eb78a","6f030e4e-5560-4483-a539-871dda13d9d9","5mg/ml, 2ml"
"a7f1a14b-cdd2-4b42-9792-d202a9652a1b","MIDAZOLAM, 5mg/ml, 10ml, amp","f6996d31-9957-4f0d-9bd8-a03ab8b01155","6f030e4e-5560-4483-a539-871dda13d9d9","5mg/ml, 10ml"
"b337b191-80c0-4910-b85a-5768f47d831e","MIDAZOLAM, 1mg/ml, 5ml, amp","f6996d31-9957-4f0d-9bd8-a03ab8b01155","6f030e4e-5560-4483-a539-871dda13d9d9","5ml"
"a470102a-3969-4279-8701-3fb957a2af7c","MORPHINE hydrochloride, 10mg/ml, 1ml, amp.","28992602-98a8-492d-9c3a-816da76bbbc1","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 1ml"
"69ad3d63-b84c-425c-ae7c-cca8147a061e","NADROPARIN calcium, 1900 IU/0.2ml, syr.","fb9e5a37-3a0c-4db5-9fc4-66e047a92b38","6353ff60-1277-4e80-9f20-919e0dbfbe7e","1900 IU/0.2ml"
"351ad37d-8da1-4c35-bfea-905bdf194531","NADROPARIN calcium, 2850 IU/0.3ml, syr.","fb9e5a37-3a0c-4db5-9fc4-66e047a92b38","6353ff60-1277-4e80-9f20-919e0dbfbe7e","2850 IU/0.3ml"
"66a5dde9-a7ec-48cf-831e-fa19a5af79d8","NADROPARIN calcium, 3800 IU/0.4ml, syr.","fb9e5a37-3a0c-4db5-9fc4-66e047a92b38","6353ff60-1277-4e80-9f20-919e0dbfbe7e","3800 IU/0.4ml"
"3812ac9c-0e2e-47c2-a50b-9f2ddf77ca19","NADROPARIN calcium, 5700 UI/0.6ml, syr.","fb9e5a37-3a0c-4db5-9fc4-66e047a92b38","6353ff60-1277-4e80-9f20-919e0dbfbe7e","5700 UI/0.6ml"
"9c00a9f4-4b43-4345-8232-070988c920dd","NALOXONE hydrochloride, 0.4mg/ml, 1ml, amp.","8d89ada3-260b-45f9-8306-47e9cb45b65c","6f030e4e-5560-4483-a539-871dda13d9d9","0.4mg/ml, 1ml"
"03a5bf37-df81-4c0b-8469-3106f22f6efd","NEOSTIGMINE methylsulfate, 1mg/ml, 5ml, amp.","130a6a99-b386-4690-81f0-7655f178d1c5","6f030e4e-5560-4483-a539-871dda13d9d9","1mg/ml, 5ml"
"c94ece7e-1d21-480d-bfc6-3264e8a9030d","NOREPINEPHRINE (noradrenaline) tartrate, eq.1mg/ml base, 4ml","9c777ac0-340e-4366-a47a-80324302946d","6f030e4e-5560-4483-a539-871dda13d9d9","eq.1mg/ml base, 4ml"
"587f7897-c9c2-4483-a4ab-061935455f99","NICARDIPINE hydrochloride, 1mg/ml, 10ml, amp.","029a4abf-7a71-4fac-a4d3-f913add68f69","6f030e4e-5560-4483-a539-871dda13d9d9","1mg/ml, 10ml"
"996b60e6-80fd-467e-9ae7-518e5af8ee5e","OMEPRAZOLE sodium, eq. 40mg base, Vial, powder","8d303548-445e-4d27-91fa-d86309e5681b","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 40mg base"
"c866e0ed-ca88-4dc6-8678-2f2ebfcaca38","ONDANSETRON hydrochloride, eq. 2mg/ml base, 2ml, amp.","cabb1df2-ac6b-4841-9ed5-3458cf939567","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 2mg/ml base, 2ml"
"875fad6c-8118-4182-b79d-52ff52b8e9e2","OXYTOCIN, 10 IU/ml, 1ml, amp.","a9278112-6956-45a7-82d1-33613631a769","6f030e4e-5560-4483-a539-871dda13d9d9","10 IU/ml, 1ml"
"ba6f3c16-d195-44c4-8459-0da999a9767c","PACLITAXEL, 6mg/ml, solution to be diluted, 16.7ml, vial","2cc5e421-0dfe-467a-b8b9-2cddc9228734","5ebc716e-e571-43aa-8f9b-f63a80f92cba","6mg/ml, 16.7ml"
"1ff262ad-d271-449c-833d-06320471d9bf","PARACETAMOL (acetaminophen), 10mg/ml, 100ml, bot.","15f39fab-3a22-498d-afd9-601399854ef0","3c8edfcb-33b1-4b46-a7c7-cff7ecb5c675","10mg/ml, 100ml"
"caf51332-92ab-4f77-8670-1f7997504ad2","PARACETAMOL (acetaminophen),10mg/ml,100ml, flex.bag PVC free","15f39fab-3a22-498d-afd9-601399854ef0","38f50066-e0ad-4f07-b443-1157da35c136","10mg/ml, 100ml"
"d4ea2876-f9b1-4db4-b586-5e8fe2c16898","PARACETAMOL (acetaminophen), 10mg/ml, 50ml, bot.","15f39fab-3a22-498d-afd9-601399854ef0","3c8edfcb-33b1-4b46-a7c7-cff7ecb5c675","10mg/ml, 50ml"
"7c829a56-8013-4bd3-925f-56f53541ff50","PARACETAMOL (acetaminophen),10mg/ml, 50ml, flex.bag PVC free","15f39fab-3a22-498d-afd9-601399854ef0","38f50066-e0ad-4f07-b443-1157da35c136","10mg/ml, 50ml"
"e8125da0-550b-4627-a1a2-c484b0074bc4","PAROMOMYCIN sulfate, eq. 375mg/ml base, 2ml, amp","4316ed39-74a3-478f-b75b-8e57df00df90","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 375mg/ml base, 2ml"
"0e4ad00f-e590-40d0-8e83-6e41201b8b9a","BENZATHINE BENZYLPENICILLIN, 1.2 MIU, Vial, powder+ solvent","3370c387-ceea-4d32-817b-0dff4bb196e3","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1.2 MIU"
"629b7f5d-05f1-4380-8bb8-9ff0088c6124","BENZATHINE BENZYLPENICILLIN, 2.4 MIU, Vial, powder + solvent","3370c387-ceea-4d32-817b-0dff4bb196e3","5ebc716e-e571-43aa-8f9b-f63a80f92cba","2.4 MIU"
"e5daa944-ccb2-49d5-ac64-3de1eecd4570","BENZYLPENICILLIN (peni G, crystal peni), 1 MIU, powder,vial","c5961504-403e-4f62-9917-a65d2f8d7c7e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1 MIU"
"6846693b-cc87-4d69-b8a2-1b08e6b0ac4f","BENZYLPENICILLIN (peni G, crystal peni), 5 MIU, powder,vial","c5961504-403e-4f62-9917-a65d2f8d7c7e","5ebc716e-e571-43aa-8f9b-f63a80f92cba","5 MIU"
"44cf8acc-e935-4d43-849e-6d4de483a3a2","PROCAINE BENZYLPENICILLIN, 1.2 MIU, Vial, powder + solvent","dff424f3-102d-45b7-a8cd-966d88949970","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1.2 MIU"
"0b506d2f-31ee-499c-900f-40c8dbd6cf06","PROCAINE BENZYLPENICILLIN, 0.6 MIU, Vial, powder + solvent","dff424f3-102d-45b7-a8cd-966d88949970","5ebc716e-e571-43aa-8f9b-f63a80f92cba","0.6 MIU"
"98283fcd-06cf-4b43-984e-08d265c6ad4b","PENTAMIDINE isetionate, 300mg, Vial, powder","2eef8ec3-24ea-491d-9fbf-98196a31f135","5ebc716e-e571-43aa-8f9b-f63a80f92cba","300mg"
"050b4bd4-b083-4136-b27a-dbb1b3d951f3","PHENYLEPHRINE hydrochloride, eq. 0.05mg base/ml, 10ml amp.","d0c9d883-920c-4506-a499-9f3e4da2b842","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 0.05mg base/ml, 10ml"
"60f9bf6e-1604-4585-8851-0b6b6b2cae93","PHENOBARBITAL sodium, 200mg/ml, 1ml, amp.","bc48c3b0-ff97-44b1-a655-f5cf6017dca1","6f030e4e-5560-4483-a539-871dda13d9d9","200mg/ml, 1ml"
"3f1dabee-a85e-476d-bf4f-f124d454a08c","PHENYTOIN sodium, 50mg/ml, 5ml, amp.","2f9799cf-2c3d-4086-b012-959e43db8d91","6f030e4e-5560-4483-a539-871dda13d9d9","50mg/ml, 5ml"
"3e3231ac-ce40-47c9-9f5e-c36ebb2496cb","PHENYTOIN sodium, 50mg/ml, 5ml, vial","2f9799cf-2c3d-4086-b012-959e43db8d91","5ebc716e-e571-43aa-8f9b-f63a80f92cba","50mg/ml, 5ml"
"9a93d534-b7e9-4d9c-85df-7fc04d498571","PHLOROGLUCINOL10mg/ml/TRIMETHYLPHLOROGLUCINOL10µg/ml,4ml,amp","6c5a139c-541a-4ae2-8f16-a8a7634f43e0","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml / 10µg/ml, 4ml"
"b333e18d-94d6-4289-9721-4755f2d09e87","PHYTOMENADIONE (vitamin K1), 10mg/ml (2mg/0.2ml), 0.2ml amp.","43d961e7-c26b-4fa1-8cea-ae6627776d3d","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 0.2ml"
"fbba03bc-c137-46e2-bb68-a2495634878d","PIPERACILLIN 4g / TAZOBACTAM 500mg, Vial, powder","5e609eff-4fed-41c7-ac78-fee4f625b2fc","5ebc716e-e571-43aa-8f9b-f63a80f92cba","4g / 500mg"
"6b6bf6dd-298d-447a-85e1-0089e6874788","POTASSIUM chloride, 2mmol/ml (15%), 10ml, amp.","20de02ec-8138-4284-9fd9-a276a86f0bd8","6f030e4e-5560-4483-a539-871dda13d9d9","2mmol/ml (15%), 10ml"
"c27e72ff-0223-492e-ada6-698b8680cd32","PRALIDOXIME, 2%, vial powder + 10ml amp. diluent","9a2c78ba-52b5-4916-b54c-f7da0ee86769","5ebc716e-e571-43aa-8f9b-f63a80f92cba","0.02"
"81ae6041-ef0b-49ef-88a5-2c14990f518f","PROMETHAZINE hydrochloride, eq. 25mg/ml base, 1ml, amp.","e780153b-ea28-46a3-98f7-6e1eb5161907","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 25mg/ml base, 1ml"
"f2176283-c2e0-469f-a763-0ebb8faba969","PROMETHAZINE hydrochloride, eq. 25mg/ml base, 2ml, amp.","e780153b-ea28-46a3-98f7-6e1eb5161907","6f030e4e-5560-4483-a539-871dda13d9d9","eq. 25mg/ml base, 2ml"
"4b3a5652-9605-4d67-a502-6002eefffbfe","PROPOFOL, 10mg/ml, 20ml, emulsion, amp.","8d8e36cb-5e9c-4eae-ab6a-8421eed46926","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 20ml"
"d4629c50-4930-4f6c-a0e1-e82204a607c2","PROTAMINE sulfate, 10mg/ml, 5ml, amp.","076f4572-5e87-4b90-a0e0-560931b3cae7","6f030e4e-5560-4483-a539-871dda13d9d9","10mg/ml, 5ml"
"8f56dada-a58a-4258-9d66-59ea516fac18","RANITIDINE, 25 mg/ml, 2 ml, amp.","c892bfaa-2ca0-4411-9349-4c8756953075","6f030e4e-5560-4483-a539-871dda13d9d9","25 mg/ml, 2ml"
"9b526d5f-6a0f-4081-8a53-7d9bd1d602ba","RIBAVIRIN, 100mg/ml, 1ml, amp.","5a90f1fc-06a8-430f-9b2b-ff106bcc3c26","6f030e4e-5560-4483-a539-871dda13d9d9","100mg/ml, 1ml"
"9aa028e7-adfd-4de2-90fd-9a809a72f9fc","RIFAMPICIN (R), 600mg, Vial, powder + solvent","69e73b51-8814-4a26-a6b5-60fcd6dcb566","5ebc716e-e571-43aa-8f9b-f63a80f92cba","600mg"
"2e3daeb3-ba11-4d43-b231-c8ef25851864","SODIUM BICARBONATE, 8.4%, 1mEq/ml, 10ml, amp.","4a840046-50e9-430c-9a82-0cbe754431ed","6f030e4e-5560-4483-a539-871dda13d9d9","8.4%, 1mEq/ml, 10ml"
"1cc64db3-879a-45e0-9bd7-c2488a5b7b7c","SODIUM chloride 10%, 10ml, amp.","46bdc2ca-f5a0-48aa-8ed6-6725ec5e7f24","6f030e4e-5560-4483-a539-871dda13d9d9","10%, 10ml"
"53dd4ce8-0cbe-41e7-85b1-a4b97233c1a0","SODIUM chloride, hypertonic, 20%, 10ml, amp.","46bdc2ca-f5a0-48aa-8ed6-6725ec5e7f24","6f030e4e-5560-4483-a539-871dda13d9d9","20%, 10ml"
"17c0f75d-daeb-4ed9-b39c-1300b95ef24f","SODIUM chloride, 0.9%, 10ml, amp.","46bdc2ca-f5a0-48aa-8ed6-6725ec5e7f24","6f030e4e-5560-4483-a539-871dda13d9d9","0.9%, 10ml"
"a811f345-af2e-488d-96ae-4a6926265418","SODIUM chloride, 0.9%, 5ml, plastic amp.","46bdc2ca-f5a0-48aa-8ed6-6725ec5e7f24","6f030e4e-5560-4483-a539-871dda13d9d9","0.9%, 5ml"
"8a02045a-dc64-437e-8c83-02fe13261cf2","SODIUM chloride, 0.9%, 10ml, plastic amp.","46bdc2ca-f5a0-48aa-8ed6-6725ec5e7f24","6f030e4e-5560-4483-a539-871dda13d9d9","0.9%, 10ml"
"1e3fafb1-91a1-469d-a195-6a9134229a83","SODIUM STIBOGLUCONATE, pentaval.antimony 100mg/ml, 30ml vial","a7c93124-b5e6-42df-a57c-15e41b71e2b6","5ebc716e-e571-43aa-8f9b-f63a80f92cba","100mg/ml, 30ml"
"94df330a-af8d-4fbd-97b2-07e669c4f7ed","STREPTOMYCIN sulfate, eq. 1g base, Vial, powder","aa27e8ce-4448-4b4d-b72d-157ffc0a1f3a","5ebc716e-e571-43aa-8f9b-f63a80f92cba","eq. 1g base"
"cbb4cfdc-57ac-4442-9d9d-8f9f2cf70c23","STREPTOKINASE, 1.500.000 IU, Vial, powder","2c1841cb-7fc3-47e2-8d0b-23b971c77d7a","5ebc716e-e571-43aa-8f9b-f63a80f92cba","1.500.000 IU"
"97bed5bb-a136-4a94-8752-e5b815edccb3","SUXAMETHONIUM chloride, 50mg/ml, 2ml, amp.","c8aa7d71-53f6-4075-9934-0f8cc75c1412","6f030e4e-5560-4483-a539-871dda13d9d9","50mg/ml, 2ml"
"644e8eb3-ad9c-4e42-afba-8e84c8f97735","THIAMINE (vitamin B1), 50mg/ml, 2ml, amp.","65afd10a-b4a2-48c5-bbac-833f928b6345","6f030e4e-5560-4483-a539-871dda13d9d9","50mg/ml, 2ml"
"d3b84180-7066-44da-b573-920197f04667","THIOPENTAL sodium, 500mg, Vial, powder","7aed5983-4018-4ffa-9c5d-74a11e08af52","5ebc716e-e571-43aa-8f9b-f63a80f92cba","500mg"
"aa16ac3a-7295-4f53-8225-5be5e8551bee","TRAMADOL hydrochloride, 50mg/ml, 2ml, amp.","a7ce72f6-d4f7-44bb-b705-2988bec7e0ff","6f030e4e-5560-4483-a539-871dda13d9d9","50mg/ml, 2ml"
"a2107c96-4b07-47c4-ba3c-ad3db367c684","TRANEXAMIC acid, 100mg/ml, 5ml amp.","8f6c4d83-a60d-4bd0-9b91-38608fe6b811","6f030e4e-5560-4483-a539-871dda13d9d9","100mg/ml, 5ml"
"74117925-7a41-4ab1-8075-c7bed07ee11e","TRIHEXYPHENIDYL hydrochloride, 2mg/ml, 5ml, amp.","0f6a8418-1613-4b1b-8ff8-cfdec9cfb862","6f030e4e-5560-4483-a539-871dda13d9d9","2mg/ml, 5ml"
"a9849270-3d6a-4157-b5f5-f1599e46068b","VALPROATE SODIUM , 100mg/ml, 4ml amp.","ea45b2ca-5512-42f6-af5a-620e01ac5944","6f030e4e-5560-4483-a539-871dda13d9d9","100mg/ml, 4ml"
